	SNP	Chromosome	Position	trait1
1	ENSG00000007908	1	169691780	0.438543558616448
2	ENSG00000036828	3	121902529	0.00326288833470147
3	ENSG00000073605	17	38060847	0.811533238480004
4	ENSG00000090975	12	123468026	0.979793276943343
5	ENSG00000103196	16	84853589	0.0572686226064537
6	ENSG00000103549	16	30773065	0.531127733865332
7	ENSG00000105323	19	41768400	0.749021654058202
8	ENSG00000105855	7	20370324	0.593025063380004
9	ENSG00000108947	17	7608519	0.767830391779853
10	ENSG00000109667	4	9781430	0.232846061992352
11	ENSG00000110060	11	125763380	0.592478558430557
12	ENSG00000111249	12	111471827	0.13215650731973
13	ENSG00000111321	12	6484210	0.111115027335553
14	ENSG00000112182	6	90636247	0.629823178755987
15	ENSG00000116991	1	232533710	0.666932633621033
16	ENSG00000118960	2	20760207	0.612452191757691
17	ENSG00000120262	6	151815164	0.0473895072527284
18	ENSG00000120693	13	37418967	0.0410787666693866
19	ENSG00000123684	1	211916798	0.0151340907123821
20	ENSG00000124557	6	26501448	0.171062417800522
21	ENSG00000125245	13	99906967	0.000278631017530513
22	ENSG00000125864	20	17474549	0.00953206188302585
23	ENSG00000130749	19	47567443	0.00919363796443539
24	ENSG00000135838	1	182758427	0.919778426808643
25	ENSG00000136383	15	85359910	0.394833484898106
26	ENSG00000138092	2	25016013	0.0415326487456868
27	ENSG00000140577	15	91073156	0.332545171204794
28	ENSG00000142606	1	2522077	0.671411115280411
29	ENSG00000142892	1	77554674	0.538368156543408
30	ENSG00000143297	1	157483166	0.14767369488244
31	ENSG00000143870	2	10923516	0.000130809062930945
32	ENSG00000144320	2	176788619	0.0215247360610876
33	ENSG00000146112	6	30644165	0.00646030505038491
34	ENSG00000149179	11	46958304	0.866728590329294
35	ENSG00000149782	11	64018994	0.0194380129906952
36	ENSG00000150637	18	67498393	1.88191905287751e-06
37	ENSG00000154822	3	16844158	0.00377684645963824
38	ENSG00000155329	5	132332676	0.269587144074677
39	ENSG00000157017	3	10327358	0.0120665214970407
40	ENSG00000158553	6	27253681	0.0222412641356462
41	ENSG00000158691	6	28346731	0.731399196344965
42	ENSG00000159128	21	34775201	0.13746398687475
43	ENSG00000161896	6	33689443	0.481433044500571
44	ENSG00000161958	17	7341591	0.0315662717295554
45	ENSG00000164022	4	107236700	0.834959645958846
46	ENSG00000164070	4	128702975	0.751405312951316
47	ENSG00000165807	14	65016619	0.439102302530592
48	ENSG00000166359	19	33622995	0.625732847279669
49	ENSG00000166847	16	23652712	0.407639573693048
50	ENSG00000168477	6	32008930	0.689170523477089
51	ENSG00000168685	5	35852796	0.0154487767582531
52	ENSG00000169903	3	149191760	0.508103444913857
53	ENSG00000170175	17	7348379	0.630267486494851
54	ENSG00000174123	4	38773859	3.61222720722358e-05
55	ENSG00000174197	15	41913421	0.0256217222149471
56	ENSG00000175643	16	11343475	0.411473783363526
57	ENSG00000175727	12	122516627	0.11812363446025
58	ENSG00000178562	2	204571270	0.0304984433496501
59	ENSG00000178882	12	124457787	0.000302113953965235
60	ENSG00000178997	15	41474922	0.164537045927533
61	ENSG00000179344	6	32627243	0.00447084958876785
62	ENSG00000183655	15	86302553	0.233948868788771
63	ENSG00000183671	2	207040039	0.000951785772467074
64	ENSG00000185344	12	124196864	0.148544548987358
65	ENSG00000186074	17	72690451	0.122511298869629
66	ENSG00000186470	6	26365386	0.0690682636816247
67	ENSG00000186868	17	43971747	0.954092710880562
68	ENSG00000196090	20	40701391	0.212024176042143
69	ENSG00000196159	4	126237553	0.642887119261262
70	ENSG00000197077	22	25348696	5.51767441560631e-05
71	ENSG00000197563	18	59710799	0.41255844390141
72	ENSG00000204231	6	33161364	0.235981331378667
73	ENSG00000204267	6	32789609	0.444708422823324
74	ENSG00000204296	6	32256302	0.432109319293553
75	ENSG00000204301	6	32162619	0.767655159572575
76	ENSG00000204310	6	32135988	0.0168298001061297
77	ENSG00000204351	6	31926856	0.228682613617834
78	ENSG00000204390	6	31777395	0.11036010686697
79	ENSG00000204394	6	31745294	0.0182206546434991
80	ENSG00000204469	6	31588496	0.225402792605015
81	ENSG00000204536	6	31110215	0.45946092891013
82	ENSG00000204580	6	30844197	0.260673521501204
83	ENSG00000204613	6	30119721	0.752444436951029
84	ENSG00000204625	6	29942888	0.968534926136305
85	ENSG00000204713	6	28870778	0.878111280307506
86	ENSG00000206503	6	29909036	0.0964216667384995
87	ENSG00000231389	6	33032345	0.00346123121444803
88	ENSG00000234127	6	30152231	0.000123399151618711
89	ENSG00000234817	6	4136305	0.521533617561338
90	ENSG00000235109	6	28292513	0.126368583460608
91	ENSG00000236790	2	8147900	0.5582027606508
