	SNP	Chromosome	Position	trait1
1	ENSG00000007908	1	169691780	0.198467765896601
2	ENSG00000036828	3	121902529	0.000242054751048819
3	ENSG00000073605	17	38060847	0.771102085272258
4	ENSG00000090975	12	123468026	0.509347172645306
5	ENSG00000103196	16	84853589	0.0117332690664837
6	ENSG00000103549	16	30773065	0.445847288856364
7	ENSG00000105323	19	41768400	0.806562155914053
8	ENSG00000105855	7	20370324	0.91312598771041
9	ENSG00000108947	17	7608519	0.31408749348307
10	ENSG00000109667	4	9781430	0.000768543075364091
11	ENSG00000110060	11	125763380	0.592478558430557
12	ENSG00000111249	12	111471827	0.0473033766176205
13	ENSG00000111321	12	6484210	0.00547302344615533
14	ENSG00000112182	6	90636247	0.140694239449459
15	ENSG00000116991	1	232533710	0.426286518255091
16	ENSG00000118960	2	20760207	0.144136012815043
17	ENSG00000120262	6	151815164	0.00165349640895258
18	ENSG00000120693	13	37418967	0.00469733391095481
19	ENSG00000123684	1	211916798	0.00204291052516228
20	ENSG00000124557	6	26501448	0.0522276533735391
21	ENSG00000125245	13	99906967	1.35869994750187e-09
22	ENSG00000125864	20	17474549	0.000181119360800017
23	ENSG00000130749	19	47567443	0.000550114661069709
24	ENSG00000135838	1	182758427	0.745564908746417
25	ENSG00000136383	15	85359910	0.179084999633821
26	ENSG00000138092	2	25016013	3.2196377975101e-08
27	ENSG00000140577	15	91073156	0.332545171204794
28	ENSG00000142606	1	2522077	0.979462199365637
29	ENSG00000142892	1	77554674	0.38016086814254
30	ENSG00000143297	1	157483166	0.000861014105947801
31	ENSG00000143870	2	10923516	1.88489773561502e-07
32	ENSG00000144320	2	176788619	0.00994048414112652
33	ENSG00000146112	6	30644165	1.65767473654417e-05
34	ENSG00000149179	11	46958304	0.701349447532016
35	ENSG00000149782	11	64018994	0.000415200009654935
36	ENSG00000150637	18	67498393	2.13247417407317e-08
37	ENSG00000154822	3	16844158	0.000128186115388942
38	ENSG00000155329	5	132332676	0.16664452551779
39	ENSG00000157017	3	10327358	6.13806631087589e-06
40	ENSG00000158553	6	27253681	0.00656191318992937
41	ENSG00000158691	6	28346731	0.60815660914603
42	ENSG00000159128	21	34775201	0.0370191964249492
43	ENSG00000161896	6	33689443	0.537988271221895
44	ENSG00000161958	17	7341591	0.0080812872297055
45	ENSG00000164022	4	107236700	0.403477415172878
46	ENSG00000164070	4	128702975	0.781061906603966
47	ENSG00000165807	14	65016619	0.565924128255964
48	ENSG00000166359	19	33622995	0.204660276103829
49	ENSG00000166847	16	23652712	0.187210248822901
50	ENSG00000168477	6	32008930	0.316761958821466
51	ENSG00000168685	5	35852796	0.00135352105784346
52	ENSG00000169903	3	149191760	0.505533842252411
53	ENSG00000170175	17	7348379	0.608805510707302
54	ENSG00000174123	4	38773859	1.85567964169078e-08
55	ENSG00000174197	15	41913421	0.0114367377842145
56	ENSG00000175643	16	11343475	0.0268752627039644
57	ENSG00000175727	12	122516627	0.00723087521915932
58	ENSG00000178562	2	204571270	0.000253161238488374
59	ENSG00000178882	12	124457787	1.61683192403878e-06
60	ENSG00000178997	15	41474922	0.0609695172942868
61	ENSG00000179344	6	32627243	0.000969231823790578
62	ENSG00000183655	15	86302553	0.146380004516922
63	ENSG00000183671	2	207040039	2.54455981153844e-06
64	ENSG00000185344	12	124196864	0.148544548987358
65	ENSG00000186074	17	72690451	0.0451122466036224
66	ENSG00000186470	6	26365386	0.0131434503667582
67	ENSG00000186868	17	43971747	0.717260685534194
68	ENSG00000196090	20	40701391	0.0649768582109374
69	ENSG00000196159	4	126237553	0.120558611712073
70	ENSG00000197077	22	25348696	7.40522001343625e-12
71	ENSG00000197563	18	59710799	0.337635861243149
72	ENSG00000204231	6	33161364	0.0578960777712189
73	ENSG00000204267	6	32789609	0.639658054945913
74	ENSG00000204296	6	32256302	0.25450747126983
75	ENSG00000204301	6	32162619	0.412863650285745
76	ENSG00000204310	6	32135988	6.57903915692441e-05
77	ENSG00000204351	6	31926856	0.00299534673296306
78	ENSG00000204390	6	31777395	0.0145206736742183
79	ENSG00000204394	6	31745294	0.00116718205785526
80	ENSG00000204469	6	31588496	0.0361291896322534
81	ENSG00000204536	6	31110215	0.387545600223596
82	ENSG00000204580	6	30844197	0.216577525285007
83	ENSG00000204613	6	30119721	0.864003213685945
84	ENSG00000204625	6	29942888	0.613363036635055
85	ENSG00000204713	6	28870778	0.94646256719726
86	ENSG00000206503	6	29909036	0.0327483241551499
87	ENSG00000231389	6	33032345	0.000183519429189424
88	ENSG00000234127	6	30152231	1.64145306125228e-07
89	ENSG00000234817	6	4136305	0.521533617561338
90	ENSG00000235109	6	28292513	0.0430681499576809
91	ENSG00000236790	2	8147900	0.00223845611015053
