	X	idx	beta	pval	cilb	ciub	i2	tau2	symbol.x	TE.fixed	lower.fixed	upper.fixed	pval.fixed	TE.random	lower.random	upper.random	pval.random	symbol.y
2	ENSG00000036828.12	22134	-2.81564600727491	4.42107610455274e-06	-4.01780712094742	-1.6134848936024	97.0475468150905	7.52792928454179	CASR	0.980177012388414	0.9697534841494	0.990712579349357	0.000242054751048819	0.980156349268172	0.967154731038147	0.993332750365069	0.00326288833470147	CASR
12	ENSG00000111249.12	38880	-2.00603111267691	3.49605648362369e-06	-2.8535201601758	-1.15854206517801	97.7274733166656	3.95292242410566	CUX2	0.984439786223647	0.969302609507211	0.999813353636545	0.0473033766176205	0.983261040521821	0.961890363341482	1.00510651801262	0.13215650731973	CUX2
13	ENSG00000111321.9	43845	0.380994513335928	1.81907607637686e-05	0.206768404600785	0.555220622071071	97.2857013924115	0.158547611217918	LTBR	1.09659518512525	1.02751996463308	1.17031400014626	0.00547302344615533	1.0981047196302	0.978686530008194	1.2320941775545	0.111115027335553	LTBR
26	ENSG00000138092.9	32041	0.968364549768427	1.851359711302e-09	0.652582080162023	1.28414701937483	99.1669377821213	0.571343320042712	CENPO	1.20022391858006	1.1250323838217	1.28044087925559	3.2196377975101e-08	1.18617919389707	1.00657305192142	1.39783305081384	0.0415326487456868	CENPO
35	ENSG00000149782.10	18411	0.527817168111062	6.42473943233491e-16	0.399800218655722	0.655834117566403	91.6994218995011	0.0714073347804987	PLCB3	1.12544511403176	1.05397263869651	1.20176431360158	0.000415200009654935	1.13739548960696	1.02098847843345	1.26707453326329	0.0194380129906952	PLCB3
37	ENSG00000154822.14	35909	-1.0542670550402	5.91010639585847e-10	-1.38793231418832	-0.720601795892082	97.8522300636521	0.603127812964044	PLCL2	0.931583082582702	0.898402009478502	0.965989646726249	0.000128186115388942	0.898340333262265	0.835473931507901	0.965937205137232	0.00377684645963824	PLCL2
56	ENSG00000175643.8	868	1.59828713690596	3.90401685333925e-14	1.18415148202457	2.01242279178734	97.5719039749327	0.942440422284136	RMI2	1.05031798399154	1.00563552467631	1.09698577707977	0.0268752627039644	1.03987582654219	0.947232806187373	1.14157969145857	0.411473783363526	RMI2
77	ENSG00000204351.10	12353	0.293013797002184	3.4038089253343e-08	0.188961108612212	0.397066485392156	95.4131959125297	0.0560140123192709	SKIV2L	1.14722294290479	1.04775882918864	1.25612921987621	0.00299534673296306	1.11250176537556	0.93521998235776	1.32338936433276	0.228682613617834	SKIV2L
78	ENSG00000204390.9	2085	-0.317088540007629	7.06485405753339e-05	-0.473472003122045	-0.160705076893212	94.6189345703445	0.119372748059307	HSPA1L	0.924286952634192	0.86773467797684	0.984524869746651	0.0145206736742183	0.909120955991915	0.80877079649271	1.0219223001224	0.11036010686697	HSPA1L
79	ENSG00000204394.11	16408	0.563837832675827	2.11369250372047e-13	0.413307733059896	0.714367932291758	96.2795877818809	0.124366258350502	VARS	1.12840549350986	1.04904436805505	1.21377035762934	0.00116718205785526	1.12302197676322	1.01990731228595	1.23656173958245	0.0182206546434991	VARS
