	SNP	Chromosome	Position	trait1
1	ENSG00000007908	1	169691780	4.1757536261148e-07
2	ENSG00000036828	3	121902529	4.42107610455274e-06
3	ENSG00000073605	17	38060847	0.000263528644177967
4	ENSG00000090975	12	123468026	3.48735392966329e-07
5	ENSG00000103196	16	84853589	6.2945743288447e-06
6	ENSG00000103549	16	30773065	0.013464954553803
7	ENSG00000105323	19	41768400	7.12865820963689e-05
8	ENSG00000105855	7	20370324	0.384605679816592
9	ENSG00000108947	17	7608519	0.0748137917236499
10	ENSG00000109667	4	9781430	0.172413301844999
11	ENSG00000110060	11	125763380	0.643133385466259
12	ENSG00000111249	12	111471827	3.49605648362369e-06
13	ENSG00000111321	12	6484210	1.81907607637686e-05
14	ENSG00000112182	6	90636247	2.56044506295643e-06
15	ENSG00000116991	1	232533710	0.155043884986388
16	ENSG00000118960	2	20760207	0.570526930191036
17	ENSG00000120262	6	151815164	0.00563613565267871
18	ENSG00000120693	13	37418967	0.000196185073467416
19	ENSG00000123684	1	211916798	0.248996426038665
20	ENSG00000124557	6	26501448	0.658043582615862
21	ENSG00000125245	13	99906967	0.945196972516867
22	ENSG00000125864	20	17474549	0.731690337514028
23	ENSG00000130749	19	47567443	0.00174861625133451
24	ENSG00000135838	1	182758427	0.536502959528475
25	ENSG00000136383	15	85359910	0.810346510094058
26	ENSG00000138092	2	25016013	1.851359711302e-09
27	ENSG00000140577	15	91073156	0.019605203253718
28	ENSG00000142606	1	2522077	0.111161068208842
29	ENSG00000142892	1	77554674	0.00641290283826463
30	ENSG00000143297	1	157483166	0.346287599930044
31	ENSG00000143870	2	10923516	0.0960341340061563
32	ENSG00000144320	2	176788619	0.168951621138022
33	ENSG00000146112	6	30644165	0.187204849209354
34	ENSG00000149179	11	46958304	0.0205226470778854
35	ENSG00000149782	11	64018994	6.42473943233491e-16
36	ENSG00000150637	18	67498393	0.00020470037477256
37	ENSG00000154822	3	16844158	5.91010639585847e-10
38	ENSG00000155329	5	132332676	0.978808107903928
39	ENSG00000157017	3	10327358	0.0466881903209444
40	ENSG00000158553	6	27253681	0.603200592179585
41	ENSG00000158691	6	28346731	0.293646554775997
42	ENSG00000159128	21	34775201	0.000354726454428603
43	ENSG00000161896	6	33689443	2.96985706654823e-14
44	ENSG00000161958	17	7341591	0.923112117200762
45	ENSG00000164022	4	107236700	0.0190662703033527
46	ENSG00000164070	4	128702975	0.78430649196929
47	ENSG00000165807	14	65016619	0.00435103163095562
48	ENSG00000166359	19	33622995	0.60576524548365
49	ENSG00000166847	16	23652712	0.00803164414008827
50	ENSG00000168477	6	32008930	3.85822731948369e-14
51	ENSG00000168685	5	35852796	0.0839620302163683
52	ENSG00000169903	3	149191760	0.00266177853506954
53	ENSG00000170175	17	7348379	0.818126481737875
54	ENSG00000174123	4	38773859	0.448386865612909
55	ENSG00000174197	15	41913421	0.601511015104103
56	ENSG00000175643	16	11343475	3.90401685333925e-14
57	ENSG00000175727	12	122516627	0.0149275411381226
58	ENSG00000178562	2	204571270	0.959836034004112
59	ENSG00000178882	12	124457787	0.949487774712694
60	ENSG00000178997	15	41474922	0.88576642807827
61	ENSG00000179344	6	32627243	0.563739985236873
62	ENSG00000183655	15	86302553	0.166767259052823
63	ENSG00000183671	2	207040039	0.189797223489257
64	ENSG00000185344	12	124196864	0.0826549469188861
65	ENSG00000186074	17	72690451	0.0592054677089438
66	ENSG00000186470	6	26365386	0.281587996165724
67	ENSG00000186868	17	43971747	0.100939179992454
68	ENSG00000196090	20	40701391	2.03654864919915e-05
69	ENSG00000196159	4	126237553	1.95924821353338e-11
70	ENSG00000197077	22	25348696	0.00084232627474217
71	ENSG00000197563	18	59710799	0.354616431366605
72	ENSG00000204231	6	33161364	0.0973759123993028
73	ENSG00000204267	6	32789609	1.68616325365649e-07
74	ENSG00000204296	6	32256302	0.729864600745761
75	ENSG00000204301	6	32162619	0.189953380391066
76	ENSG00000204310	6	32135988	0.196421809978921
77	ENSG00000204351	6	31926856	3.4038089253343e-08
78	ENSG00000204390	6	31777395	7.06485405753339e-05
79	ENSG00000204394	6	31745294	2.11369250372047e-13
80	ENSG00000204469	6	31588496	0.000333838908335578
81	ENSG00000204536	6	31110215	8.05454329608587e-06
82	ENSG00000204580	6	30844197	9.52335721489396e-05
83	ENSG00000204613	6	30119721	0.829079136209419
84	ENSG00000204625	6	29942888	0.0140848470117717
85	ENSG00000204713	6	28870778	8.11184193348093e-09
86	ENSG00000206503	6	29909036	0.00156456057708227
87	ENSG00000231389	6	33032345	0.214211574918937
88	ENSG00000234127	6	30152231	0.353822552502216
89	ENSG00000234817	6	4136305	0.000376038592983775
90	ENSG00000235109	6	28292513	0.332165280983141
91	ENSG00000236790	2	8147900	0.183669077049061
